gene	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Annotation_tax_scope	Matching_Ogs	best_OG|evalue|score	COG_functional_categories	eggNOG_HMM_model_annotation
augustus_masked-NW_019167827.1-processed-gene-78.6-mRNA-1	29760.VIT_17s0000g03760.t01	3.1e-28	89.9		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464			virNOG[6]	1BEXA@strNOG,1DSV3@virNOG,COG5239@NOG,KOG2338@euNOG	1DSV3|5.2e-13|49.3	K	Carbon catabolite repressor protein 4 homolog
augustus_masked-NW_019167827.1-processed-gene-79.1-mRNA-1	29760.VIT_17s0000g03980.t01	7.3e-116	377.4		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464	K01056		virNOG[6]	1BHWN@strNOG,1DZC3@virNOG,COG0193@NOG,KOG2255@euNOG	1DZC3|1e-109|366.8	J	peptidyl-tRNA hydrolase
augustus_masked-NW_019167827.1-processed-gene-80.1-mRNA-1	29760.VIT_17s0000g03960.t01	1.7e-64	207.2		GO:0005575,GO:0016020			virNOG[6]	0JNN7@euNOG,0XUTP@NOG,1BTGZ@strNOG,1E5CH@virNOG	1E5CH|4.6e-78|264.6	S	PLAC8 family
augustus_masked-NW_019167827.1-processed-gene-80.0-mRNA-1	29760.VIT_17s0000g03980.t01	7.3e-116	377.4		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464	K01056		virNOG[6]	1BHWN@strNOG,1DZC3@virNOG,COG0193@NOG,KOG2255@euNOG	1DZC3|1e-109|366.8	J	peptidyl-tRNA hydrolase
augustus_masked-NW_019167827.1-processed-gene-80.4-mRNA-1	3847.GLYMA07G09890.1	0.0	1241.5		GO:0000139,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0012505,GO:0016020,GO:0016021,GO:0031090,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464	K09313		virNOG[6]	0XPRP@NOG,1BDYP@strNOG,1DRWC@virNOG,KOG0963@euNOG	1DRWC|0.0|1185.8	K	CASP C terminal
augustus_masked-NW_019167827.1-processed-gene-80.3-mRNA-1	3694.POPTR_0015s02540.1	2.6e-130	426.5		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006950,GO:0008150,GO:0008152,GO:0008233,GO:0009414,GO:0009415,GO:0009628,GO:0009719,GO:0009725,GO:0009737,GO:0010033,GO:0010035,GO:0016787,GO:0033993,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0070001,GO:0070011,GO:0097305,GO:1901700			virNOG[6]	0XNV7@NOG,1BFNZ@strNOG,1DTKX@virNOG,KOG1339@euNOG	1DTKX|5.5e-118|395.9	O	aspartic proteinase
augustus_masked-NW_019167827.1-processed-gene-81.0-mRNA-1	29760.VIT_17s0000g03960.t01	4.6e-70	225.3		GO:0005575,GO:0016020			virNOG[6]	0JNN7@euNOG,0XUTP@NOG,1BTGZ@strNOG,1E5CH@virNOG	1E5CH|1.2e-91|309.3	S	PLAC8 family
augustus_masked-NW_019167827.1-processed-gene-81.3-mRNA-1	29760.VIT_17s0000g03950.t01	0.0	1420.0					virNOG[6]	0XTJ1@NOG,1C64X@strNOG,1EK2Z@virNOG,KOG2127@euNOG	1EK2Z|0.0|1498.6	T	dDENN domain
augustus_masked-NW_019167827.1-processed-gene-81.6-mRNA-1	29760.VIT_17s0000g03870.t01	5.6e-301	990.3			K03456		virNOG[6]	0XQVI@NOG,1BFI5@strNOG,1DTG7@virNOG,KOG0211@euNOG	1DTG7|2e-294|980.3	T	serine threonine-protein phosphatase 2A 65 kDa regulatory subunit A
augustus_masked-NW_019167827.1-processed-gene-81.5-mRNA-1	3847.GLYMA07G09960.1	9.8e-134	435.7			K00512		virNOG[6]	1BIUU@strNOG,1DWRY@virNOG,COG2124@NOG,KOG0156@euNOG	1DWRY|2.6e-152|508.6	Q	cytochrome P450
augustus_masked-NW_019167827.1-processed-gene-81.2-mRNA-1	3694.POPTR_0012s05780.1	2.4e-165	537.2					virNOG[6]	0XTJ1@NOG,1C64X@strNOG,1EK2Z@virNOG,KOG2127@euNOG	1EK2Z|3.5e-163|546.0	T	dDENN domain
augustus_masked-NW_019167827.1-processed-gene-81.4-mRNA-1	3847.GLYMA08G04510.1	2.5e-52	166.5					virNOG[6]	0XTJ1@NOG,1C64X@strNOG,1EK2Z@virNOG,KOG2127@euNOG	1EK2Z|4.9e-50|171.3	T	dDENN domain
augustus_masked-NW_019167827.1-processed-gene-82.2-mRNA-1	3694.POPTR_0015s06410.1	3.5e-62	200.6		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035			virNOG[6]	0J00T@euNOG,0YMXN@NOG,1BTUR@strNOG,1E5R2@virNOG	1E5R2|8.8e-64|216.4	S	NA
augustus_masked-NW_019167827.1-processed-gene-82.3-mRNA-1	3694.POPTR_0015s06430.1	2.4e-46	146.8					virNOG[6]	0XPAX@NOG,1BUWA@strNOG,1E6UP@virNOG,KOG0670@euNOG	1E6UP|3.8e-56|191.6	A	Inherit from KOG: PRP4 pre-mRNA processing factor 4 homolog B (yeast)
augustus_masked-NW_019167827.1-processed-gene-82.0-mRNA-1	88036.EFJ38251	1.3e-21	68.5		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	K14016		virNOG[6]	1BC35@strNOG,1DQ1U@virNOG,COG5140@NOG,KOG1816@euNOG	1DQ1U|6.3e-21|75.8	O	ubiquitin fusion degradation protein 1
augustus_masked-NW_019167827.1-processed-gene-84.1-mRNA-1	3694.POPTR_0015s06470.1	1.3e-34	107.9					virNOG[6]	0JGVW@euNOG,0Z0KN@NOG,1BUPQ@strNOG,1E6MQ@virNOG	1E6MQ|1.3e-44|153.7	K	AP2 domain
augustus_masked-NW_019167827.1-processed-gene-84.2-mRNA-1	3847.GLYMA08G04560.1	1.5e-81	261.1					virNOG[6]	0J9WQ@euNOG,118HN@NOG,1C0I2@strNOG,1EDB1@virNOG	1EDB1|1.4e-88|298.3	S	LysM
augustus_masked-NW_019167827.1-processed-gene-84.3-mRNA-1	4113.PGSC0003DMT400014360	3.7e-40	125.4					virNOG[6]	0J9WQ@euNOG,118HN@NOG,1C0I2@strNOG,1EDB1@virNOG	1EDB1|9.1e-42|144.2	S	LysM
augustus_masked-NW_019167827.1-processed-gene-85.1-mRNA-1	3694.POPTR_0015s06480.1	1.5e-107	348.3					virNOG[6]	1BYV9@strNOG,1EBF9@virNOG,COG5641@NOG,KOG1601@euNOG	1EBF9|1.2e-112|378.1	K	B-box zinc finger
augustus_masked-NW_019167827.1-processed-gene-85.5-mRNA-1	3711.Bra001706.1-P	1.7e-24	76.9		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0016020,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464	K03966		virNOG[6]	11MMM@NOG,1BSXQ@strNOG,1E4T9@virNOG,KOG4009@euNOG	1E4T9|1.5e-21|77.8	C	Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
augustus_masked-NW_019167827.1-processed-gene-86.0-mRNA-1	3847.GLYMA05G35130.2	0.0	1067.9			K10406		virNOG[6]	1BDQK@strNOG,1E0HM@virNOG,COG5059@NOG,KOG0239@euNOG	1E0HM|0.0|1432.7	Z	KISc
augustus_masked-NW_019167827.1-processed-gene-86.2-mRNA-1	3694.POPTR_0012s05270.1	1.5e-126	413.1	OSI_20603	GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010608,GO:0010629,GO:0016070,GO:0016441,GO:0016458,GO:0019222,GO:0031047,GO:0034641,GO:0035194,GO:0040029,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0071704,GO:0090304,GO:1901360			virNOG[6]	0IWU5@euNOG,0YHPA@NOG,1BKKG@strNOG,1DYG8@virNOG	1DYG8|2.8e-127|427.1	S	NA
augustus_masked-NW_019167827.1-processed-gene-86.1-mRNA-1	3694.POPTR_0015s03700.1	1,00E-152	498.3		GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	0IJ8X@euNOG,0YEYV@NOG,1BMD8@strNOG,1DZ80@virNOG	1DZ80|1.1e-144|483.3	S	NAC domain containing protein 58
augustus_masked-NW_019167827.1-processed-gene-86.5-mRNA-1	29760.VIT_17s0000g03610.t01	0.0	1181.3					virNOG[6]	0IR2S@euNOG,0YDW8@NOG,1C76G@strNOG,1EM3P@virNOG	1EM3P|0.0|1279.8	L	CRS1_YhbY
augustus_masked-NW_019167827.1-processed-gene-86.4-mRNA-1	3694.POPTR_0012s05310.1	7.1e-245	804.7					virNOG[6]	0II5P@euNOG,0YFFW@NOG,1BDYF@strNOG,1DRW4@virNOG	1DRW4|1.2e-238|794.8	S	Protein of unknown function (DUF1666)
augustus_masked-NW_019167827.1-processed-gene-86.3-mRNA-1	29760.VIT_01s0011g03580.t01	1.1e-53	171.4					virNOG[6]	0IYCG@euNOG,0YS9F@NOG,1BS0G@strNOG,1E3VB@virNOG	1E3VB|2.5e-54|184.9	S	NA
augustus_masked-NW_019167827.1-processed-gene-87.0-mRNA-1	3847.GLYMA07G10290.2	7.8e-56	178.9					virNOG[6]	0J87R@euNOG,0Z9YD@NOG,1BV7W@strNOG,1E77C@virNOG	1E77C|7.5e-58|197.6	S	VQ motif
augustus_masked-NW_019167827.1-processed-gene-87.1-mRNA-1	39946.BGIOSGA018252-PA	1.6e-105	339.0		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0022613,GO:0022626,GO:0022627,GO:0030529,GO:0030684,GO:0030686,GO:0032040,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	K02993		virNOG[6]	0TXZM@lilNOG,0ZYKB@NOG,15V75@poaNOG,1BPX4@strNOG,1E1R4@virNOG,KOG3320@euNOG	1E1R4|1.3e-117|394.5	J	Ribosomal protein S7e
augustus_masked-NW_019167827.1-processed-gene-87.2-mRNA-1	3847.GLYMA02G35260.2	2.4e-34	106.6					virNOG[6]	0ZYUT@NOG,1C673@strNOG,1EK58@virNOG,KOG4822@euNOG	1EK58|1.4e-32|112.9	A, T	Inherit from KOG: kiaa1429
augustus_masked-NW_019167827.1-processed-gene-87.3-mRNA-1	3694.POPTR_0002s25960.1	1.9e-23	74.1		GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006950,GO:0007154,GO:0007623,GO:0008150,GO:0009267,GO:0009314,GO:0009416,GO:0009605,GO:0009628,GO:0009642,GO:0009644,GO:0009889,GO:0009987,GO:0009991,GO:0010468,GO:0010556,GO:0016036,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042592,GO:0042594,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0048511,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0055063,GO:0055081,GO:0060255,GO:0065007,GO:0065008,GO:0071214,GO:0071478,GO:0071482,GO:0071484,GO:0071486,GO:0071496,GO:0072505,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	0IEM5@euNOG,0YG61@NOG,1BJAG@strNOG,1DXJP@virNOG	1DXJP|9.9e-06|26.2	S	Myb-like DNA-binding domain containing protein, expressed
augustus_masked-NW_019167827.1-processed-gene-87.4-mRNA-1	3694.POPTR_0012s05210.1	5.5e-78	252.2		GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	0IXK8@euNOG,0YIJY@NOG,1BRFZ@strNOG,1E3AA@virNOG	1E3AA|1.9e-64|219.1	K	transcription factor BEE
augustus_masked-NW_019167827.1-processed-gene-87.7-mRNA-1	29760.VIT_17s0000g03510.t01	1.9e-104	337.6			K04733		virNOG[6]	0IIX0@euNOG,1BM7E@strNOG,1DZ2B@virNOG,COG0515@NOG	1DZ2B|3e-85|287.2	T	Cysteine-rich receptor-like protein kinase
augustus_masked-NW_019167827.1-processed-gene-87.6-mRNA-1	3694.POPTR_0015s03790.1	7.1e-90	290.9					virNOG[6]	0IGPS@euNOG,0XWWT@NOG,1BMQY@strNOG,1DYA0@virNOG	1DYA0|1.4e-96|325.2	S	NA
augustus_masked-NW_019167827.1-processed-gene-88.5-mRNA-1	29760.VIT_17s0000g03430.t01	0.0	1272.8	DELTA-ADR	GO:0000139,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006810,GO:0006886,GO:0006996,GO:0007032,GO:0007033,GO:0008104,GO:0008150,GO:0009987,GO:0012505,GO:0015031,GO:0016020,GO:0016043,GO:0031090,GO:0033036,GO:0034613,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071840,GO:0080171,GO:1990019	K12396		virNOG[6]	0XQFB@NOG,1BFDT@strNOG,1DTBZ@virNOG,KOG1059@euNOG	1DTBZ|0.0|1337.0	U	AP-3 complex subunit
augustus_masked-NW_019167827.1-processed-gene-88.2-mRNA-1	29760.VIT_17s0000g03500.t01	9,00E-219	718.7		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016579,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0070536,GO:0070646,GO:0070647,GO:0071108,GO:0071704	K11866		virNOG[6]	1BD8U@strNOG,1DR6D@virNOG,COG1310@NOG,KOG2880@euNOG	1DR6D|4.6e-218|726.3	O	AMSH-like ubiquitin thiolesterase
augustus_masked-NW_019167827.1-processed-gene-88.4-mRNA-1	3847.GLYMA09G31530.1	6.2e-76	244.9					virNOG[6]	0JDNQ@euNOG,118DG@NOG,1BUWC@strNOG,1E6UT@virNOG	1E6UT|3.9e-89|300.7	S	NA
augustus_masked-NW_019167827.1-processed-gene-88.6-mRNA-1	3847.GLYMA09G31470.1	3,00E-197	648.3		GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010106,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042594,GO:0044699,GO:0044763,GO:0050896,GO:0051716,GO:0071496	K16276		virNOG[6]	0XXHF@NOG,1BC19@strNOG,1DPZS@virNOG,KOG1940@euNOG	1DPZS|7.4e-186|621.4	O	CHY zinc finger
augustus_masked-NW_019167827.1-processed-gene-89.4-mRNA-1	29760.VIT_17s0000g03320.t01	1,00E-29	92.0					virNOG[6]	1C2XA@strNOG,1EG5W@virNOG,COG0515@NOG,KOG1187@euNOG	1EG5W|2.9e-35|123.0	T	Inherit from KOG: receptor-like protein kinase
augustus_masked-NW_019167827.1-processed-gene-89.2-mRNA-1	3694.POPTR_0012s05110.1	3,00E-95	308.8		GO:0001071,GO:0002682,GO:0002831,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010112,GO:0010337,GO:0010468,GO:0010556,GO:0010565,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031347,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0043900,GO:0044424,GO:0044464,GO:0045088,GO:0048583,GO:0050776,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0080134,GO:0080142,GO:0097159,GO:1901363,GO:2000112,GO:2001141			virNOG[6]	0ISQ2@euNOG,0Y9AX@NOG,1BG96@strNOG,1DU6I@virNOG	1DU6I|1e-103|348.5	S	calmodulin binding
augustus_masked-NW_019167827.1-processed-gene-89.3-mRNA-1	29760.VIT_17s0000g03380.t01	9.2e-73	235.4		GO:0001071,GO:0002682,GO:0002831,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010112,GO:0010337,GO:0010468,GO:0010556,GO:0010565,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031347,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0043900,GO:0044424,GO:0044464,GO:0045088,GO:0048583,GO:0050776,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0080134,GO:0080142,GO:0097159,GO:1901363,GO:2000112,GO:2001141			virNOG[6]	0ISQ2@euNOG,0Y9AX@NOG,1BG96@strNOG,1DU6I@virNOG	1DU6I|4e-71|241.1	S	calmodulin binding
augustus_masked-NW_019167827.1-processed-gene-89.1-mRNA-1	3694.POPTR_0010s13150.1	1.6e-103	335.3					virNOG[6]	0IFHY@euNOG,0YEMA@NOG,1BMW0@strNOG,1DZQ8@virNOG	1DZQ8|9e-119|398.3	S	Core-2/I-Branching enzyme
augustus_masked-NW_019167827.1-processed-gene-89.5-mRNA-1	29760.VIT_17s0000g03340.t01	2.8e-171	563.6		GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			virNOG[6]	1BF5P@strNOG,1DT3R@virNOG,COG0515@NOG,KOG1187@euNOG	1DT3R|3.5e-186|622.5	T	serine threonine-protein kinase
augustus_masked-NW_019167827.1-processed-gene-90.1-mRNA-1	3694.POPTR_0012s05060.1	0.0	1824.6			K11498		virNOG[6]	1BMK1@strNOG,1DVQ4@virNOG,COG5059@NOG,KOG0242@euNOG	1DVQ4|0.0|1747.8	Z	Domain of unknown function (DUF3490)
augustus_masked-NW_019167827.1-processed-gene-90.0-mRNA-1	29760.VIT_17s0000g03300.t01	3.4e-175	574.5					virNOG[6]	0IICI@euNOG,11G6N@NOG,1BCSH@strNOG,1DQQB@virNOG	1DQQB|1.1e-154|516.7	S	expressed protein
augustus_masked-NW_019167827.1-processed-gene-90.5-mRNA-1	29760.VIT_17s0000g03270.t01	1.6e-202	663.4					virNOG[6]	0JR37@euNOG,1BI9G@strNOG,1DW6F@virNOG,COG4948@NOG	1DW6F|3.1e-215|715.9	M	l-Ala-D L-Glu epimerase-like
augustus_masked-NW_019167827.1-processed-gene-90.2-mRNA-1	29760.VIT_17s0000g03280.t01	7.2e-35	107.9					virNOG[6]	0J32C@euNOG,0YV7D@NOG,1BU97@strNOG,1E65Z@virNOG	1E65Z|2.4e-31|108.9	U	nonspecific lipid-transfer protein
augustus_masked-NW_019167827.1-processed-gene-91.0-mRNA-1	3694.POPTR_0012s05030.1	4.3e-91	295.6	OSI_20880	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0012505,GO:0016020,GO:0031090,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464			virNOG[6]	0XPKH@NOG,1BR5V@strNOG,1E301@virNOG,KOG1792@euNOG	1E301|3.7e-92|308.8	U	Reticulon-like protein
augustus_masked-NW_019167827.1-processed-gene-91.2-mRNA-1	29760.VIT_05s0094g00370.t01	1.6e-197	647.7			K17866		virNOG[6]	1BF71@strNOG,1DT51@virNOG,COG1736@NOG,KOG2648@euNOG	1DT51|5e-182|607.0	J	diphthamide biosynthesis protein
augustus_masked-NW_019167827.1-processed-gene-91.3-mRNA-1	29760.VIT_05s0094g00370.t01	2.5e-43	138.7			K17866		virNOG[6]	1BF71@strNOG,1DT51@virNOG,COG1736@NOG,KOG2648@euNOG	1DT51|1.2e-44|154.0	J	diphthamide biosynthesis protein
augustus_masked-NW_019167827.1-processed-gene-91.4-mRNA-1	29760.VIT_00s0424g00010.t01	6,00E-33	106.6					virNOG[6]	1BDV1@strNOG,1DRSE@virNOG,COG0515@NOG,KOG1187@euNOG	1DRSE|1.1e-29|104.6	T	receptor-like protein kinase
augustus_masked-NW_019167827.1-processed-gene-92.0-mRNA-1	29760.VIT_17s0000g03210.t01	7.3e-120	391.2	OSI_03353				virNOG[6]	121N2@NOG,1BMIY@strNOG,1DZDC@virNOG,KOG0800@euNOG	1DZDC|3e-140|468.8	O	zinc finger, C3HC4 type domain containing protein, expressed
augustus_masked-NW_019167827.1-processed-gene-92.1-mRNA-1	3694.POPTR_0012s04070.1	1.4e-299	986.9	OSI_22395	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006082,GO:0006725,GO:0006950,GO:0006952,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009314,GO:0009416,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009642,GO:0009651,GO:0009696,GO:0009697,GO:0009987,GO:0010188,GO:0010310,GO:0016053,GO:0019222,GO:0019438,GO:0019752,GO:0031323,GO:0032787,GO:0042221,GO:0042537,GO:0042742,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051707,GO:0065007,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617,GO:2000377	K12236		virNOG[6]	0XR02@NOG,1BGFK@strNOG,1DWJX@virNOG,KOG1952@euNOG	1DWJX|9e-280|932.1	K	NF-X1-type zinc finger protein
augustus_masked-NW_019167827.1-processed-gene-92.2-mRNA-1	3694.POPTR_0017s06800.1	2.4e-51	164.9		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	K12412		virNOG[6]	1BSIU@strNOG,1E4DV@virNOG,COG5068@NOG,KOG0014@euNOG	1E4DV|9.8e-59|200.4	K	agamous-like MADS-box protein
augustus_masked-NW_019167827.1-processed-gene-93.1-mRNA-1	3694.POPTR_0015s04100.1	0.0	1260.2		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0031123,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043631,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360	K14376		virNOG[6]	1BEJY@strNOG,1DSHS@virNOG,COG5186@NOG,KOG2245@euNOG	1DSHS|0.0|1043.5	A	poly(A) polymerase-like
augustus_masked-NW_019167827.1-processed-gene-93.2-mRNA-1	3711.Bra021300.1-P	1.1e-211	692.6		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0046686,GO:0050896	K09496		virNOG[6]	0C5IJ@braNOG,1BEM0@strNOG,1DSIW@virNOG,COG0459@NOG,KOG0358@euNOG	1DSIW|2e-219|730.5	O	T-complex protein 1 subunit delta
augustus_masked-NW_019167827.1-processed-gene-93.4-mRNA-1	29760.VIT_17s0000g03040.t01	1.2e-66	212.7		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0046686,GO:0050896	K09496		virNOG[6]	1BEM0@strNOG,1DSIW@virNOG,COG0459@NOG,KOG0358@euNOG	1DSIW|1.4e-60|206.3	O	T-complex protein 1 subunit delta
augustus_masked-NW_019167827.1-processed-gene-93.3-mRNA-1	29760.VIT_17s0000g03040.t01	1.5e-43	136.7		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0046686,GO:0050896	K09496		virNOG[6]	1BEM0@strNOG,1DSIW@virNOG,COG0459@NOG,KOG0358@euNOG	1DSIW|4e-39|135.5	O	T-complex protein 1 subunit delta
augustus_masked-NW_019167827.1-processed-gene-93.0-mRNA-1	39946.BGIOSGA004217-PA	1.6e-24	75.8					virNOG[6]	0IJX8@euNOG,0TWZS@lilNOG,0XX87@NOG,15U31@poaNOG,1BPA6@strNOG,1E14M@virNOG	1E14M|1.6e-23|83.9	S	Protein of unknown function, DUF599
augustus_masked-NW_019167827.1-processed-gene-94.2-mRNA-1	3694.POPTR_0012s04840.1	1.7e-190	626.0			K18134,K18207		virNOG[6]	0ZHQA@NOG,1BFPW@strNOG,1DTMW@virNOG,KOG4698@euNOG	1DTMW|3.8e-209|697.4	S	glycosyltransferase
